2024-12-23 12:58:13.241 +03:00 [INF] User profile is available. Using 'C:\Users\h.abumeshref\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2024-12-23 12:58:13.513 +03:00 [INF] LoggingWorker started at "2024-12-23T12:58:13.4949390+03:00"
2024-12-23 13:09:58.630 +03:00 [INF] Worker running at: "2024-12-23T13:09:58.6261628+03:00"
2024-12-23 13:09:59.643 +03:00 [INF] Worker running at: "2024-12-23T13:09:59.6388102+03:00"
2024-12-23 13:10:00.659 +03:00 [INF] Worker running at: "2024-12-23T13:10:00.6523786+03:00"
2024-12-23 13:10:01.680 +03:00 [INF] Worker running at: "2024-12-23T13:10:01.6751047+03:00"
2024-12-23 13:10:02.690 +03:00 [INF] Worker running at: "2024-12-23T13:10:02.6855804+03:00"
2024-12-23 13:10:03.705 +03:00 [INF] Worker running at: "2024-12-23T13:10:03.6962522+03:00"
2024-12-23 13:10:04.710 +03:00 [INF] Worker running at: "2024-12-23T13:10:04.7061706+03:00"
2024-12-23 13:10:05.718 +03:00 [INF] Worker running at: "2024-12-23T13:10:05.7145183+03:00"
2024-12-23 13:10:06.726 +03:00 [INF] Worker running at: "2024-12-23T13:10:06.7229666+03:00"
2024-12-23 13:10:07.742 +03:00 [INF] Worker running at: "2024-12-23T13:10:07.7348173+03:00"
2024-12-23 13:10:08.755 +03:00 [INF] Worker running at: "2024-12-23T13:10:08.7494348+03:00"
2024-12-23 13:10:09.762 +03:00 [INF] Worker running at: "2024-12-23T13:10:09.7587994+03:00"
2024-12-23 13:10:10.777 +03:00 [INF] Worker running at: "2024-12-23T13:10:10.7722452+03:00"
2024-12-23 13:10:11.787 +03:00 [INF] Worker running at: "2024-12-23T13:10:11.7818370+03:00"
2024-12-23 13:10:12.799 +03:00 [INF] Worker running at: "2024-12-23T13:10:12.7945279+03:00"
2024-12-23 13:10:13.805 +03:00 [INF] Worker running at: "2024-12-23T13:10:13.8025150+03:00"
2024-12-23 13:10:14.811 +03:00 [INF] Worker running at: "2024-12-23T13:10:14.8090575+03:00"
2024-12-23 13:10:15.821 +03:00 [INF] Worker running at: "2024-12-23T13:10:15.8151967+03:00"
2024-12-23 13:10:16.837 +03:00 [INF] Worker running at: "2024-12-23T13:10:16.8338308+03:00"
2024-12-23 13:10:17.848 +03:00 [INF] Worker running at: "2024-12-23T13:10:17.8426727+03:00"
2024-12-23 13:10:18.854 +03:00 [INF] Worker running at: "2024-12-23T13:10:18.8521835+03:00"
2024-12-23 13:10:19.870 +03:00 [INF] Worker running at: "2024-12-23T13:10:19.8659289+03:00"
2024-12-23 13:10:20.875 +03:00 [INF] Worker running at: "2024-12-23T13:10:20.8718772+03:00"
2024-12-23 13:10:21.882 +03:00 [INF] Worker running at: "2024-12-23T13:10:21.8753758+03:00"
2024-12-23 13:10:22.900 +03:00 [INF] Worker running at: "2024-12-23T13:10:22.8950240+03:00"
2024-12-23 13:10:23.906 +03:00 [INF] Worker running at: "2024-12-23T13:10:23.9014611+03:00"
2024-12-23 13:10:24.919 +03:00 [INF] Worker running at: "2024-12-23T13:10:24.9152230+03:00"
2024-12-23 13:10:25.929 +03:00 [INF] Worker running at: "2024-12-23T13:10:25.9230005+03:00"
2024-12-23 13:10:26.944 +03:00 [INF] Worker running at: "2024-12-23T13:10:26.9380947+03:00"
2024-12-23 13:10:27.951 +03:00 [INF] Worker running at: "2024-12-23T13:10:27.9461740+03:00"
2024-12-23 13:10:28.962 +03:00 [INF] Worker running at: "2024-12-23T13:10:28.9570982+03:00"
2024-12-23 13:10:29.980 +03:00 [INF] Worker running at: "2024-12-23T13:10:29.9763497+03:00"
2024-12-23 13:10:30.990 +03:00 [INF] Worker running at: "2024-12-23T13:10:30.9846050+03:00"
2024-12-23 13:10:32.001 +03:00 [INF] Worker running at: "2024-12-23T13:10:31.9963018+03:00"
2024-12-23 13:10:33.013 +03:00 [INF] Worker running at: "2024-12-23T13:10:33.0084577+03:00"
2024-12-23 13:10:34.029 +03:00 [INF] Worker running at: "2024-12-23T13:10:34.0235584+03:00"
2024-12-23 13:10:35.041 +03:00 [INF] Worker running at: "2024-12-23T13:10:35.0354997+03:00"
2024-12-23 13:10:36.046 +03:00 [INF] Worker running at: "2024-12-23T13:10:36.0414713+03:00"
2024-12-23 13:10:37.057 +03:00 [INF] Worker running at: "2024-12-23T13:10:37.0526273+03:00"
2024-12-23 13:10:38.068 +03:00 [INF] Worker running at: "2024-12-23T13:10:38.0629455+03:00"
2024-12-23 13:10:39.079 +03:00 [INF] Worker running at: "2024-12-23T13:10:39.0753225+03:00"
2024-12-23 13:10:40.090 +03:00 [INF] Worker running at: "2024-12-23T13:10:40.0836883+03:00"
2024-12-23 13:10:41.103 +03:00 [INF] Worker running at: "2024-12-23T13:10:41.0981301+03:00"
2024-12-23 13:10:42.111 +03:00 [INF] Worker running at: "2024-12-23T13:10:42.1075122+03:00"
2024-12-23 13:10:43.123 +03:00 [INF] Worker running at: "2024-12-23T13:10:43.1192704+03:00"
2024-12-23 13:10:44.134 +03:00 [INF] Worker running at: "2024-12-23T13:10:44.1303538+03:00"
2024-12-23 13:10:45.148 +03:00 [INF] Worker running at: "2024-12-23T13:10:45.1448981+03:00"
2024-12-23 13:10:46.165 +03:00 [INF] Worker running at: "2024-12-23T13:10:46.1598902+03:00"
2024-12-23 13:10:47.178 +03:00 [INF] Worker running at: "2024-12-23T13:10:47.1732002+03:00"
2024-12-23 13:10:48.192 +03:00 [INF] Worker running at: "2024-12-23T13:10:48.1873973+03:00"
2024-12-23 13:10:49.199 +03:00 [INF] Worker running at: "2024-12-23T13:10:49.1957860+03:00"
2024-12-23 13:10:50.207 +03:00 [INF] Worker running at: "2024-12-23T13:10:50.2041486+03:00"
2024-12-23 13:10:51.224 +03:00 [INF] Worker running at: "2024-12-23T13:10:51.2167498+03:00"
2024-12-23 13:10:52.248 +03:00 [INF] Worker running at: "2024-12-23T13:10:52.2438256+03:00"
2024-12-23 13:10:53.258 +03:00 [INF] Worker running at: "2024-12-23T13:10:53.2519194+03:00"
2024-12-23 13:10:54.272 +03:00 [INF] Worker running at: "2024-12-23T13:10:54.2640550+03:00"
2024-12-23 13:10:55.293 +03:00 [INF] Worker running at: "2024-12-23T13:10:55.2882088+03:00"
2024-12-23 13:10:56.300 +03:00 [INF] Worker running at: "2024-12-23T13:10:56.2951380+03:00"
2024-12-23 13:10:57.309 +03:00 [INF] Worker running at: "2024-12-23T13:10:57.3074927+03:00"
2024-12-23 13:10:58.325 +03:00 [INF] Worker running at: "2024-12-23T13:10:58.3232685+03:00"
2024-12-23 13:10:59.340 +03:00 [INF] Worker running at: "2024-12-23T13:10:59.3380795+03:00"
2024-12-23 13:11:00.348 +03:00 [INF] Worker running at: "2024-12-23T13:11:00.3465040+03:00"
2024-12-23 13:11:01.356 +03:00 [INF] Worker running at: "2024-12-23T13:11:01.3533272+03:00"
2024-12-23 13:11:02.367 +03:00 [INF] Worker running at: "2024-12-23T13:11:02.3613465+03:00"
2024-12-23 13:11:03.380 +03:00 [INF] Worker running at: "2024-12-23T13:11:03.3755568+03:00"
2024-12-23 13:11:04.394 +03:00 [INF] Worker running at: "2024-12-23T13:11:04.3881014+03:00"
2024-12-23 13:11:05.409 +03:00 [INF] Worker running at: "2024-12-23T13:11:05.4048863+03:00"
2024-12-23 13:11:06.420 +03:00 [INF] Worker running at: "2024-12-23T13:11:06.4169787+03:00"
2024-12-23 13:11:07.434 +03:00 [INF] Worker running at: "2024-12-23T13:11:07.4295552+03:00"
